# t m   v   beta    h   theta   u
325.647 2.06622018179   1.62498619896   1.54503930492   74.765835677    0.307176655608  0.00732079935734
326.774 2.06453840397   1.62714050912   1.5476975157    74.8104488804   0.30989125211   0.00813420296776
327.901 2.06266976621   1.62958668924   1.55034391851   74.8502605097   0.312609698912  0.00918179516576
329.027 2.0605604693    1.63240215293   1.55297692589   74.8852870155   0.315332550824  0.0105798682354
330.154 2.05812999869   1.63570292124   1.55559447858   74.9155473361   0.318060525751  0.0125376174011
331.281 2.05524978223   1.63967454228   1.55819378288   74.9410639077   0.320794595977  0.0154726723698
332.408 2.05169530738   1.64464154972   1.56077080581   74.9618644645   0.323536164085  0.0203575699604
333.535 2.04701864464   1.65125266715   1.5633191592    74.9779857295   0.326287452968  0.0301023710185
334.661 2.04010334791   1.66112886679   1.56582700453   74.9894825064   0.329052592004  0.0591823452511
335.788 2.02650762557   1.68074638777   1.56826352499   74.9964647039   0.331842397989  0.683565584967
336.915 1.86947485066   1.91808365925   1.57012747793   74.9994940577   0.334843797816  0.958845838661
338.042 1.64920304929   2.287   1.57079632679   75.0    0.338347434634  0.0
